nodeName	Eigenvector
16-5-5	4.710828930934177e-05
CDC42	0.007078328876442109
PARD3	0.0010357962491181736
PARD3B	9.447299606350032e-05
ABL1	0.00214183712811442
ABLIM1	0.00015827572354569237
ABLIM2	0.00015827572354569237
ABLIM3	0.00019368677197480755
ACTA1	0.00040868613073976706
ACTA2	0.0004292728491108775
ACTB	0.007007801970751937
ACTBL2	0.0005773245506137072
ACTC1	0.00032072349559463464
ACTG1	0.001206522547823476
ACTG2	0.0003495267981353155
ACTR2	0.003742840850499772
ACTR3	0.003636755861666679
AGRN	0.00027193208744292406
AHCTF1	0.006322740967615429
APC	0.0034561605555516834
ARAP1	0.00015776541493102924
AREG	0.0032857255750655093
ARHGAP1	0.00010163567765798788
ARHGAP17	6.234527727133371e-05
ARHGAP20	7.782826445459197e-05
ARHGAP22	6.15331448154894e-05
ARHGAP35	0.00034128742883861296
ARHGAP39	6.454115033157181e-05
ARHGAP40	5.5893372885811545e-05
ARHGAP45	7.782826445459197e-05
ARHGDIA	0.0002682069285997661
ARHGDIB	0.00017603213873904967
ARHGDIG	0.00015583938855618737
ARHGEF1	0.00016889323326281172
ARHGEF11	0.00013701557397262197
ARHGEF15	6.335298608081588e-05
ARHGEF19	8.369991055727644e-05
ARHGEF25	0.00010276213576526347
ARHGEF4	0.00012197719476886983
ARHGEF6	0.0003191080029063469
ARHGEF7	0.0014195313662384217
ARHGEF9	8.366177611739539e-05
ARPC1A	0.0036126034497913494
ARPC1B	0.0014390530859616306
ARPC2	0.003591197891511459
ARPC3	0.003591197891511459
ARPC4	0.0035862680415580258
ARPC5	0.0036050796926279842
AURKB	0.010664461366194557
B9D2	0.005950617900105039
BAIAP2	0.0003868654381498435
BCAR1	0.0011140152958768077
BCAR3	0.00014679605785657092
BDNF	0.0010348782101101033
BIRC5	0.009304597550329141
BNIP2	0.0001651477719045761
BOC	0.00023670467161898145
BTC	0.002574615560810644
BUB1	0.005668146332228048
BUB1B	0.007327812355174196
BUB3	0.007354816566750732
CALM3	0.0016888756019048776
CAPZB	0.001423325599595258
CAV1	0.0013773938957411947
CBL	0.003925339929013147
CD28	0.0007815721975073469
CD44	0.0005656726806993127
CD80	0.0008855771978635952
CD86	0.0008053831338494571
CDC20	0.007812513948199123
CDC42BPA	8.503508523155971e-05
CDC42BPB	6.156890873902033e-05
CDC42BPG	6.912112452125548e-05
CDC42EP1	4.094798419005146e-05
CDC42EP2	6.004782869663134e-05
CDC42EP3	6.553189282729585e-05
CDC42EP4	4.182849636151306e-05
CDC42EP5	5.7817585581827236e-05
CDCA8	0.00809243949656566
CDH1	0.001751883868902711
CDH15	0.0002267545615077818
CDH2	0.0005150681692933655
CDK4	0.004607013471739129
CDON	0.00025310836105216716
