nodeName	Clusteringcoeff
16-5-5	0.3333333333333333
CDC42	0.10069070313579223
PARD3	0.08350877192982456
PARD3B	0.46153846153846156
ABL1	0.10819202292811082
ABLIM1	0.8484848484848485
ABLIM2	0.8484848484848485
ABLIM3	0.6263736263736264
ACTA1	0.15452151009657594
ACTA2	0.177759957230687
ACTB	0.08334363963666845
ACTBL2	0.3334472544998861
ACTC1	0.1850547730829421
ACTG1	0.11815546772068511
ACTG2	0.21379102679915687
ACTR2	0.27938714711306567
ACTR3	0.3630583007737685
AGRN	0.1257349615558571
AHCTF1	0.8692243536280233
APC	0.2828774062816616
ARAP1	0.25757575757575757
AREG	0.24842767295597484
ARHGAP1	0.2545454545454545
ARHGAP17	0.1
ARHGAP20	0.6666666666666666
ARHGAP22	1.0
ARHGAP35	0.3253968253968254
ARHGAP39	1.0
ARHGAP40	0.0
ARHGAP45	0.6666666666666666
ARHGDIA	0.2391304347826087
ARHGDIB	0.24358974358974358
ARHGDIG	0.26666666666666666
ARHGEF1	0.2714285714285714
ARHGEF11	0.38235294117647056
ARHGEF15	0.5
ARHGEF19	0.4
ARHGEF25	0.3888888888888889
ARHGEF4	0.3111111111111111
ARHGEF6	0.31313131313131315
ARHGEF7	0.29054325955734406
ARHGEF9	0.358974358974359
ARPC1A	0.3617559181797288
ARPC1B	0.5789260385005066
ARPC2	0.36024302259350677
ARPC3	0.36024302259350677
ARPC4	0.3661797665971095
ARPC5	0.35795219273480144
AURKB	0.3620732208967503
B9D2	0.5479435957696828
BAIAP2	0.4823529411764706
BCAR1	0.228531558608845
BCAR3	0.3333333333333333
BDNF	0.21297242083758938
BIRC5	0.36486486486486486
BNIP2	0.967032967032967
BOC	0.4074074074074074
BTC	0.4507780507780508
BUB1	0.5632897603485839
BUB1B	0.525765393876849
BUB3	0.49980739599383667
CALM3	0.07678745136186771
CAPZB	0.3818031430934657
CAV1	0.18861420269870974
CBL	0.22015388433854555
CD28	0.41623376623376623
CD44	0.07126207126207126
CD80	0.46683673469387754
CD86	0.46588235294117647
CDC20	0.44982547993019195
CDC42BPA	0.26666666666666666
CDC42BPB	0.0
CDC42BPG	0.0
CDC42EP1	1.0
CDC42EP2	0.3
CDC42EP3	0.23809523809523808
CDC42EP4	0.0
CDC42EP5	0.5
CDCA8	0.6579508472674223
CDH1	0.1869968722760601
CDH15	0.6925955626837744
CDH2	0.2310204081632653
CDK4	0.0941744799106563
CDON	0.3968253968253968
CENPA	0.7322128851540616
CENPC	0.8073280546498991
CENPE	0.5264855276949125
CENPF	0.9718811881188119
CENPH	0.8215865992414665
CENPI	0.8215865992414665
CENPK	0.8215865992414665
CENPL	0.8215865992414665
CENPM	0.8215865992414665
CENPN	0.8215865992414665
CENPO	0.8215865992414665
CENPP	0.8215865992414665
CENPQ	0.8215865992414665
CENPS	0.5268903803131991
CENPT	0.8215865992414665
CENPU	0.8215865992414665
CKAP5	0.5043807719630594
CLASP1	0.4996951362506449
CLASP2	0.8840970350404312
CLIP1	0.7753454432541531
CSNK1A1	0.3335046248715313
CTNNA1	0.1627231216272312
CTNNA2	0.3189792663476874
CTNNB1	0.07652814550477725
CTNND1	0.1500679479712677
CXCL12	0.32595573440643866
CXCR4	0.21844333915848904
DAG1	0.30256410256410254
DCC	0.21256038647342995
DIAPH1	0.24201680672268908
DIAPH2	0.8375657744223289
DIAPH3	0.39285714285714285
DLG4	0.15283210198464436
DMD	0.31994047619047616
DNMBP	0.42857142857142855
DOCK1	0.6935374610486384
DOCK10	0.0
DOCK11	0.6666666666666666
DOCK6	1.0
DOCK7	0.4
DOCK9	1.0
DSN1	0.9911111111111112
DVL1	0.2187432364187288
DYNC1H1	0.25379860932268866
DYNC1I1	0.31037208171206226
DYNC1I2	0.2619479935366727
DYNC1LI1	0.31182598039215687
DYNC1LI2	0.31182598039215687
DYNLL1	0.21206132703013394
DYNLL2	0.24463878155153324
EFNB1	0.3454616588419405
EFNB2	0.3869082407948568
EFNB3	0.38721804511278196
EGF	0.16550215489094947
EGFR	0.10533641568124327
EIF2AK2	0.17469387755102042
ENAH	0.38095238095238093
EP300	0.03323430308239442
EPGN	0.4957924263674614
EPHB2	0.28497241155469005
EPHB3	0.4057315233785822
EPS8	0.5258741258741259
ERCC6L	0.9911111111111112
EREG	0.3713856118436271
EXOC7	0.5428571428571428
F2RL2	0.27149321266968324
FAM13B	1.0
FARP2	0.46153846153846156
FGD1	0.2857142857142857
FGD2	0.26666666666666666
FGD3	0.4
FGD4	0.4
FMNL1	0.7619047619047619
FMNL2	0.8333333333333334
FMNL3	0.5333333333333333
FNBP1	0.6360619469026548
FNBP1L	0.6596232596232596
FYN	0.14685578738442173
GIT1	0.42424242424242425
GIT2	0.6583333333333333
GNAI1	0.08774448684525384
GNAI2	0.08199113681701946
GNAI3	0.08727176850570167
GNAO1	0.16418318523581682
GNAZ	0.2649024325046779
GNB1	0.028074084148850504
GNG2	0.06366545893719806
GRAP2	0.44918671864497917
GRB2	0.14157569063902695
GRIK1	0.8476190476190476
GRIK2	0.717391304347826
GRIK3	0.59
GRIK4	0.8476190476190476
GRIK5	0.8047619047619048
GRIN1	0.27710843373493976
GRIN2A	0.29107981220657275
GRIN2B	0.245658835546476
GRIN2C	0.29825834542815677
GRIN2D	0.32424877707896577
GRIN3A	0.4973544973544973
HAP1	0.2476060191518468
HBEGF	0.31928104575163396
HGF	0.2667443214909726
HTT	0.09512262331220722
INCENP	0.6395424836601307
IQGAP1	0.24468085106382978
IQGAP2	0.5824175824175825
IQGAP3	0.6666666666666666
ITGB1	0.13241594552418784
ITGB3BP	0.6582185039370079
ITSN1	0.5381587301587302
ITSN2	0.0
JAK2	0.12878850669982042
JUP	0.12546031746031747
KALRN	0.33468286099865047
KDR	0.19378562235705094
KIAA0142	0.4857142857142857
KIF18A	0.5493636050911592
KIF2A	0.527437530622244
KIF2B	0.5493636050911592
KIF2C	0.5354000837871805
KIF5A	0.3222329472329472
KLC1	0.309548080190282
KLC2	0.35267326732673265
KNL1	0.8215865992414665
KNTC1	0.9911111111111112
KTN1	0.5
LAMA3	0.21657657657657658
LAMA5	0.2849364791288566
LAMC1	0.2914837576821773
LAMC2	0.23485513608428446
LAT	0.4265307127727698
LCK	0.2062753969251393
LCP2	0.42603335750543875
LIMK2	0.19696969696969696
LRRK2	0.096579476861167
MAD1L1	0.7466318991742721
MAD2L1	0.47875997544505833
MAGI1	0.24285714285714285
MAP2K3	0.22336377473363775
MAP2K6	0.17989842288158248
MAP3K1	0.18550520190442601
MAP3K11	0.31746031746031744
MAP3K4	0.3111111111111111
MAP3K5	0.2236024844720497
MAP3K9	0.8
MAPK10	0.13767660910518054
MAPK11	0.10020902801970835
MAPK12	0.119960668633235
MAPK13	0.11546104088276328
MAPK14	0.09585187458442024
MAPK8	0.10374626832169873
MAPK9	0.12906369031800868
MAPRE1	0.45861068441713604
MARK4	0.8663620788121074
MCF2	0.5111111111111111
MCF2L	0.23809523809523808
MEN1	0.2702702702702703
MET	0.17554998607630187
MIS12	0.9911111111111112
MTOR	0.1794242839621961
MUSK	0.39166666666666666
NCK1	0.3108398721301947
NCK2	0.19517543859649122
NCKIPSD	0.7789473684210526
NDC80	0.9426994098610318
NDE1	0.5193386333707263
NDEL1	0.7872945638432364
NEK6	0.47074468085106386
NF2	0.18719211822660098
NFATC2	0.14842578710644677
NGEF	0.48588709677419356
NGFR	0.14815973308309874
NME1	0.1568627450980392
NOD1	0.32575757575757575
NSL1	0.9911111111111112
NTN1	0.29284750337381915
NTRK2	0.18520859671302148
NUDC	0.9911111111111112
NUF2	0.9247572815533981
NUP107	0.412213118095471
NUP133	0.41938563719385635
NUP160	0.41938563719385635
NUP37	0.41938563719385635
NUP43	0.41938563719385635
NUP85	0.41620732208967504
NUP98	0.40831414374015274
OPHN1	0.0
PAFAH1B1	0.38563458856345884
PAK1	0.13853649567935283
PAK2	0.19693961952026467
PAK3	0.225576111652061
PAK4	0.18114478114478114
PAK5	0.2205128205128205
PAK6	0.18647342995169083
PARD6A	0.24039133473095736
PARD6B	0.2549019607843137
PARD6G	0.2867647058823529
PIK3CA	0.11860131400294717
